yearkey,leaguekey,teamkey,parkkey,spanfirst,spanlast,games,openings,attendance
2024,AL,BOS,BOS07,2024-04-09,2024-09-29,81,81,2659949
2024,AL,CHA,CHI12,2024-03-28,2024-09-26,81,77,1380733
2024,NL,CHN,CHI11,2024-04-01,2024-09-29,81,81,2909794
2024,NL,CIN,CIN09,2024-03-28,2024-09-22,81,81,2024178
2024,AL,CLE,CLE08,2024-04-08,2024-09-28,80,79,2056264
2024,NL,COL,DEN02,2024-04-05,2024-09-29,79,79,2500420
2024,NL,COL,MEX02,2024-04-27,2024-04-28,2,2,39775
2024,AL,DET,DET05,2024-04-05,2024-09-29,80,77,1855763
2024,AL,DET,WIL02,2024-08-18,2024-08-18,1,1,2532
2024,AL,HOU,HOU03,2024-03-28,2024-09-25,81,81,2835234
2024,AL,KCA,KAN06,2024-03-28,2024-09-22,81,81,1658347
2024,AL,LAA,ANA01,2024-04-05,2024-09-29,81,81,2577597
2024,NL,LAN,LOS03,2024-03-28,2024-09-26,80,80,3925323
2024,NL,LAN,SEO01,2024-03-21,2024-03-21,1,1,15928
2024,NL,MIA,MIA02,2024-03-28,2024-09-22,81,81,1087455
2024,NL,MIL,MIL06,2024-04-02,2024-09-29,81,81,2537202
2024,AL,MIN,MIN04,2024-04-04,2024-09-29,81,81,1951616
2024,AL,NYA,NYC21,2024-04-05,2024-09-29,81,79,3309838
2024,NL,NYN,LON01,2024-06-08,2024-06-08,1,1,53882
2024,NL,NYN,NYC20,2024-03-29,2024-09-22,80,78,2275417
2024,AL,OAK,OAK01,2024-03-28,2024-09-26,81,80,922286
2024,NL,PHI,LON01,2024-06-09,2024-06-09,1,1,55074
2024,NL,PHI,PHI13,2024-03-29,2024-09-25,80,80,3308638
2024,NL,PIT,PIT08,2024-04-05,2024-09-26,81,81,1720361
2024,NL,SDN,SAN02,2024-03-28,2024-09-22,80,80,3314593
2024,NL,SDN,SEO01,2024-03-20,2024-03-20,1,1,15952
2024,AL,SEA,SEA03,2024-03-28,2024-09-29,81,81,2555813
2024,NL,SFN,SFO03,2024-04-05,2024-09-29,81,80,2647736
2024,NL,SLN,BIR01,2024-06-20,2024-06-20,1,1,8332
2024,NL,SLN,STL10,2024-04-04,2024-09-22,80,80,2869783
2024,AL,TBA,STP01,2024-03-28,2024-09-22,81,81,1337739
2024,AL,TEX,ARL03,2024-03-28,2024-09-22,81,81,2651553
2024,AL,TOR,TOR02,2024-04-08,2024-09-29,81,81,2681236
2024,NL,WAS,WAS11,2024-04-01,2024-09-29,81,81,1967302
2025,NL,ARI,PHO01,2025-03-27,2025-09-25,81,81,2393973
2025,AL,ATH,SAC01,2025-03-31,2025-09-28,81,81,768464
2025,NL,ATL,ATL03,2025-04-04,2025-09-28,81,81,2903167
2025,AL,BAL,BAL12,2025-03-31,2025-09-25,81,80,1803655
2025,AL,BOS,BOS07,2025-04-04,2025-09-28,81,81,2776496
2025,AL,CHA,CHI12,2025-03-27,2025-09-21,81,80,1445738
2025,NL,CHN,CHI11,2025-04-04,2025-09-28,79,79,2933251
2025,NL,CHN,TOK01,2025-03-18,2025-03-19,2,2,84732
2025,NL,CIN,BST01,2025-08-02,2025-08-02,1,1,91032
2025,NL,CIN,CIN09,2025-03-27,2025-09-25,80,80,2079931
2025,AL,CLE,CLE08,2025-04-08,2025-09-28,81,81,2051360
2025,NL,COL,DEN02,2025-04-04,2025-09-21,81,80,2404613
2025,AL,DET,DET05,2025-04-04,2025-09-21,81,81,2413442
2025,AL,HOU,HOU03,2025-03-27,2025-09-21,81,81,2727877
2025,AL,KCA,KAN06,2025-03-27,2025-09-21,81,80,1748801
2025,AL,LAA,ANA01,2025-04-04,2025-09-28,81,81,2615506
2025,NL,LAN,LOS03,2025-03-27,2025-09-21,81,81,4012470
2025,NL,MIA,MIA02,2025-03-27,2025-09-28,81,81,1156777
2025,NL,MIL,MIL06,2025-03-31,2025-09-28,81,81,2650089
2025,AL,MIN,MIN04,2025-04-03,2025-09-21,81,80,1768728
2025,AL,NYA,NYC21,2025-03-27,2025-09-28,81,80,3392659
2025,NL,NYN,NYC20,2025-04-04,2025-09-21,80,80,3182052
2025,NL,NYN,WIL02,2025-08-17,2025-08-17,1,1,2518
2025,NL,PHI,PHI13,2025-03-31,2025-09-28,81,81,3375457
2025,NL,PIT,PIT08,2025-04-04,2025-09-21,81,81,1525025
2025,NL,SDN,SAN02,2025-03-27,2025-09-28,81,81,3437201
2025,AL,SEA,SEA03,2025-03-27,2025-09-28,81,81,2538053
2025,NL,SFN,SFO03,2025-04-04,2025-09-28,81,81,2925823
2025,NL,SLN,STL10,2025-03-27,2025-09-21,81,81,2250007
2025,AL,TBA,TAM02,2025-03-28,2025-09-21,81,81,786750
2025,AL,TEX,ARL03,2025-03-27,2025-09-25,81,81,2397071
2025,AL,TOR,TOR02,2025-03-27,2025-09-28,81,81,2849935
2025,NL,WAS,WAS11,2025-03-27,2025-09-28,81,80,1916768
