playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
edwarca01,2017,NLDS2,CHN,NL,1,1,5,0,0,0,0,7,2,6,1,4,4,0.222,23.14,0.0,1.0,0.0,0.0,13.0,0.0,6,0.0,0.0,0.0
gonzagi01,2017,NLDS2,WAS,NL,0,0,2,2,0,0,0,24,6,6,2,6,11,0.214,6.75,0.0,2.0,0.0,0.0,35.0,0.0,6,1.0,0.0,1.0
hendrky01,2017,NLDS2,CHN,NL,1,0,2,2,0,0,0,33,11,4,2,4,13,0.25,3.27,1.0,0.0,1.0,0.0,49.0,0.0,4,0.0,0.0,1.0
kintzbr01,2017,NLDS2,WAS,NL,0,1,3,0,0,0,0,10,1,2,0,2,2,0.125,5.4,0.0,0.0,1.0,0.0,12.0,1.0,2,1.0,0.0,1.0
lestejo01,2017,NLDS2,CHN,NL,0,0,2,1,0,0,0,29,3,2,1,3,5,0.097,1.86,0.0,1.0,0.0,0.0,34.0,0.0,2,0.0,0.0,0.0
madsory01,2017,NLDS2,WAS,NL,0,0,4,0,0,0,0,12,3,1,0,2,4,0.2,2.25,1.0,1.0,1.0,0.0,18.0,0.0,1,0.0,0.0,0.0
montgmi01,2017,NLDS2,CHN,NL,0,0,2,0,0,0,0,3,4,3,1,2,1,0.571,27.0,1.0,1.0,0.0,0.0,9.0,1.0,3,0.0,0.0,0.0
perezol01,2017,NLDS2,WAS,NL,1,0,2,0,0,0,0,3,1,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,1.0
quintjo01,2017,NLDS2,CHN,NL,0,0,2,1,0,0,0,19,3,0,0,2,7,0.13,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1,0.0,1.0,0.0
scherma01,2017,NLDS2,WAS,NL,0,1,2,1,0,0,0,22,4,3,0,4,8,0.154,3.68,1.0,0.0,2.0,0.0,33.0,0.0,5,0.0,0.0,1.0
solissa01,2017,NLDS2,WAS,NL,0,0,3,0,0,0,0,3,4,1,0,0,1,0.571,9.0,0.0,0.0,0.0,0.0,7.0,0.0,1,0.0,0.0,0.0
strasst01,2017,NLDS2,WAS,NL,1,1,2,2,0,0,0,42,6,0,0,3,22,0.128,0.0,0.0,0.0,0.0,0.0,51.0,0.0,2,1.0,0.0,1.0
stroppe01,2017,NLDS2,CHN,NL,0,0,3,0,0,0,0,10,1,1,0,1,1,0.091,2.7,0.0,0.0,1.0,0.0,13.0,0.0,1,0.0,0.0,0.0
wilsoju10,2017,NLDS2,CHN,NL,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,0.0
anderty01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,3,2,2,1,0,1,0.4,18.0,0.0,0.0,0.0,0.0,5.0,0.0,2,0.0,0.0,0.0
bradlar01,2017,NLWC,ARI,NL,0,0,1,0,0,0,0,4,3,2,2,0,0,0.429,13.5,0.0,0.0,0.0,0.0,7.0,0.0,2,0.0,0.0,0.0
chafian01,2017,NLWC,ARI,NL,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0
delarjo01,2017,NLWC,ARI,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0
estevca01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,1,1,1,0,0,1,0.5,27.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0
grayjo02,2017,NLWC,COL,NL,0,1,1,1,0,0,0,4,7,4,1,0,2,0.636,27.0,0.0,0.0,0.0,0.0,11.0,0.0,4,0.0,0.0,0.0
greinza01,2017,NLWC,ARI,NL,0,0,1,1,0,0,0,11,6,4,0,1,1,0.353,9.82,0.0,0.0,0.0,0.0,18.0,0.0,4,0.0,0.0,0.0
hollagr01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,2,3,2,0,1,0,0.6,27.0,1.0,1.0,0.0,0.0,6.0,1.0,2,0.0,0.0,0.0
mcgeeja01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0
neshepa01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,4,2,2,0,1,2,0.333,13.5,0.0,0.0,0.0,0.0,7.0,0.0,2,0.0,0.0,0.0
obergsc01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,2,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0
rayro02,2017,NLWC,ARI,NL,0,0,1,0,0,0,0,7,2,1,0,0,3,0.25,3.86,0.0,1.0,0.0,0.0,8.0,0.0,1,0.0,0.0,1.0
rodnefe01,2017,NLWC,ARI,NL,0,0,1,0,0,0,0,3,2,1,0,0,2,0.4,9.0,0.0,0.0,0.0,0.0,5.0,1.0,1,0.0,0.0,0.0
rusinch01,2017,NLWC,COL,NL,0,0,1,0,0,0,0,7,2,0,0,2,3,0.222,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0,0.0,0.0,0.0
cingrto01,2017,WS,LAN,NL,0,0,3,0,0,0,0,9,2,1,1,2,2,0.2,3.0,2.0,0.0,0.0,0.0,12.0,0.0,1,0.0,0.0,1.0
darviyu01,2017,WS,LAN,NL,0,2,2,2,0,0,0,10,9,8,2,2,0,0.474,21.6,0.0,0.0,0.0,0.0,22.0,0.0,9,0.0,1.0,0.0
devench02,2017,WS,HOU,AL,1,0,5,0,0,0,0,15,4,4,2,1,5,0.211,7.2,0.0,0.0,0.0,0.0,20.0,2.0,4,0.0,0.0,0.0
fieldjo03,2017,WS,LAN,NL,0,0,1,0,0,0,0,0,3,2,2,0,0,1.0,,0.0,0.0,0.0,0.0,3.0,0.0,2,0.0,0.0,0.0
gileske01,2017,WS,HOU,AL,0,1,2,0,0,0,0,5,4,5,1,2,3,0.444,27.0,0.0,1.0,0.0,0.0,11.0,0.0,5,0.0,0.0,0.0
gregelu01,2017,WS,HOU,AL,0,0,2,0,0,0,0,3,1,0,0,1,2,0.25,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0
harriwi02,2017,WS,HOU,AL,0,0,3,0,0,0,0,6,2,0,0,0,2,0.222,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0,0.0,0.0,0.0
hillri01,2017,WS,LAN,NL,0,0,2,2,0,0,0,26,7,2,1,4,12,0.219,2.08,2.0,0.0,0.0,0.0,37.0,0.0,2,1.0,0.0,0.0
janseke01,2017,WS,LAN,NL,0,1,6,0,0,0,2,26,6,3,2,2,8,0.188,3.12,0.0,0.0,1.0,0.0,35.0,4.0,3,0.0,0.0,0.0
kershcl01,2017,WS,LAN,NL,1,0,3,2,0,0,0,47,9,7,2,5,17,0.164,4.02,2.0,1.0,0.0,0.0,60.0,0.0,7,0.0,0.0,1.0
keuchda01,2017,WS,HOU,AL,0,1,2,2,0,0,0,31,11,6,2,3,7,0.289,5.23,0.0,0.0,0.0,0.0,42.0,0.0,7,1.0,0.0,2.0
liriafr01,2017,WS,HOU,AL,0,0,2,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,0.0
maedake01,2017,WS,LAN,NL,0,0,4,0,0,0,0,17,5,1,1,2,3,0.227,1.59,0.0,0.0,0.0,0.0,24.0,0.0,1,0.0,0.0,0.0
mccarbr01,2017,WS,LAN,NL,0,1,1,0,0,0,0,3,2,2,1,0,0,0.4,18.0,0.0,0.0,0.0,0.0,5.0,1.0,2,0.0,0.0,0.0
mcculla02,2017,WS,HOU,AL,1,0,2,2,0,0,0,23,7,3,0,4,6,0.259,3.52,0.0,0.0,4.0,0.0,35.0,0.0,3,0.0,0.0,1.0
mchugco01,2017,WS,HOU,AL,0,0,1,0,0,0,0,6,1,3,1,3,4,0.143,13.5,0.0,0.0,0.0,0.0,10.0,0.0,3,0.0,0.0,0.0
morrobr01,2017,WS,LAN,NL,0,0,7,0,0,0,0,16,8,5,2,1,4,0.333,8.44,0.0,1.0,0.0,0.0,25.0,0.0,5,0.0,0.0,1.0
mortoch02,2017,WS,HOU,AL,1,0,2,1,0,0,0,31,5,2,0,1,11,0.143,1.74,0.0,0.0,1.0,0.0,37.0,1.0,2,0.0,0.0,0.0
musgrjo01,2017,WS,HOU,AL,1,0,4,0,0,0,0,12,3,3,2,1,2,0.214,6.75,1.0,0.0,0.0,0.0,16.0,2.0,3,0.0,1.0,0.0
peacobr01,2017,WS,HOU,AL,0,0,4,0,0,0,1,22,4,2,0,3,8,0.154,2.45,0.0,1.0,1.0,0.0,30.0,1.0,2,0.0,0.0,0.0
stripro01,2017,WS,LAN,NL,0,0,3,0,0,0,0,6,2,0,0,1,1,0.286,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0,0.0,0.0,1.0
verlaju01,2017,WS,HOU,AL,0,1,2,2,0,0,0,36,5,5,2,2,14,0.128,3.75,0.0,0.0,1.0,0.0,43.0,0.0,5,0.0,1.0,1.0
watsoto01,2017,WS,LAN,NL,2,0,5,0,0,0,0,11,2,0,0,1,1,0.167,0.0,0.0,0.0,1.0,0.0,14.0,0.0,1,0.0,0.0,1.0
woodal02,2017,WS,LAN,NL,0,0,2,1,0,0,0,23,1,1,1,2,6,0.043,1.17,0.0,0.0,0.0,0.0,25.0,1.0,1,0.0,0.0,1.0
barnema01,2018,ALCS,BOS,AL,1,0,5,0,0,0,0,13,1,1,1,4,4,0.071,2.08,0.0,0.0,0.0,0.0,18.0,0.0,1,0.0,0.0,0.0
brasiry01,2018,ALCS,BOS,AL,0,0,4,0,0,0,0,14,3,0,0,2,2,0.188,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0,0.0,0.0,1.0
colege01,2018,ALCS,HOU,AL,0,1,1,1,0,0,0,18,6,4,0,2,5,0.24,6.0,0.0,0.0,0.0,0.0,27.0,0.0,5,0.0,0.0,0.0
eovalna01,2018,ALCS,BOS,AL,1,0,2,1,0,0,0,22,7,2,0,2,5,0.241,2.45,0.0,0.0,0.0,0.0,31.0,0.0,2,0.0,0.0,0.0
hembrhe01,2018,ALCS,BOS,AL,0,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,0.0
jamesjo02,2018,ALCS,HOU,AL,0,1,2,0,0,0,0,14,6,4,1,2,7,0.316,7.71,0.0,0.0,0.0,0.0,21.0,0.0,4,0.0,0.0,0.0
kellyjo05,2018,ALCS,BOS,AL,1,1,3,0,0,0,0,9,3,1,0,0,2,0.231,3.0,0.0,2.0,1.0,0.0,14.0,0.0,2,0.0,0.0,0.0
keuchda01,2018,ALCS,HOU,AL,0,0,1,1,0,0,0,15,4,2,0,2,0,0.211,3.6,0.0,0.0,0.0,0.0,21.0,0.0,2,0.0,0.0,0.0
kimbrcr01,2018,ALCS,BOS,AL,0,0,3,0,0,0,3,12,4,2,0,4,4,0.267,4.5,0.0,1.0,1.0,0.0,20.0,3.0,2,0.0,0.0,0.0
mcculla02,2018,ALCS,HOU,AL,0,0,3,0,0,0,0,9,2,1,0,2,4,0.182,3.0,0.0,2.0,0.0,0.0,13.0,0.0,2,0.0,0.0,0.0
mchugco01,2018,ALCS,HOU,AL,0,0,3,0,0,0,0,6,1,0,0,0,1,0.143,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0,0.0,0.0,0.0
mortoch02,2018,ALCS,HOU,AL,0,0,1,1,0,0,0,7,3,3,0,2,2,0.3,11.57,0.0,2.0,1.0,0.0,13.0,0.0,3,0.0,0.0,0.0
osunaro01,2018,ALCS,HOU,AL,0,0,2,0,0,0,0,11,4,5,1,0,3,0.267,12.27,0.0,1.0,2.0,0.0,17.0,1.0,5,0.0,0.0,0.0
porceri01,2018,ALCS,BOS,AL,0,0,2,1,0,0,0,15,7,4,2,1,5,0.318,7.2,0.0,0.0,1.0,0.0,24.0,0.0,4,0.0,0.0,0.0
pressry01,2018,ALCS,HOU,AL,0,0,3,0,0,0,0,8,1,1,0,2,4,0.1,3.38,0.0,0.0,0.0,0.0,12.0,0.0,1,0.0,0.0,0.0
priceda01,2018,ALCS,BOS,AL,1,0,2,2,0,0,0,32,8,4,1,4,13,0.2,3.38,0.0,0.0,0.0,0.0,44.0,0.0,4,0.0,0.0,0.0
rodried05,2018,ALCS,BOS,AL,0,0,2,0,0,0,0,3,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0
rondohe01,2018,ALCS,HOU,AL,0,0,2,0,0,0,0,3,2,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,1.0
salech01,2018,ALCS,BOS,AL,0,0,1,1,0,0,0,12,1,2,0,4,5,0.083,4.5,0.0,0.0,1.0,0.0,17.0,0.0,2,0.0,0.0,0.0
sippto01,2018,ALCS,HOU,AL,0,0,3,0,0,0,0,4,1,0,0,2,2,0.2,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0,0.0,0.0,0.0
smithjo05,2018,ALCS,HOU,AL,0,1,1,0,0,0,0,1,1,1,1,0,0,0.5,27.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0
verlaju01,2018,ALCS,HOU,AL,1,1,2,2,0,0,0,36,9,6,2,6,10,0.2,4.5,0.0,2.0,0.0,0.0,51.0,0.0,6,0.0,0.0,1.0
workmbr01,2018,ALCS,BOS,AL,0,0,1,0,0,0,0,1,3,4,2,2,1,0.75,108.0,0.0,0.0,0.0,0.0,6.0,0.0,4,0.0,0.0,0.0
barnema01,2018,ALDS1,BOS,AL,0,0,2,0,0,0,0,6,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0,0.0,0.0,0.0
betande01,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,10,3,1,0,1,4,0.214,2.7,1.0,1.0,0.0,0.0,15.0,0.0,1,0.0,0.0,0.0
brasiry01,2018,ALDS1,BOS,AL,0,0,3,0,0,0,0,7,1,0,0,2,4,0.111,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0,0.0,0.0,0.0
brittza01,2018,ALDS1,NYA,AL,0,0,3,0,0,0,0,12,3,1,1,1,4,0.2,2.25,0.0,0.0,0.0,0.0,16.0,0.0,1,0.0,0.0,0.0
chapmar01,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,6,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0,0.0,0.0,1.0
eovalna01,2018,ALDS1,BOS,AL,1,0,1,1,0,0,0,21,5,1,0,0,5,0.2,1.29,0.0,0.0,0.0,0.0,26.0,0.0,1,1.0,0.0,0.0
greench03,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,11,4,1,0,3,0,0.308,2.45,1.0,0.0,0.0,0.0,18.0,0.0,1,1.0,1.0,0.0
happja01,2018,ALDS1,NYA,AL,0,1,1,1,0,0,0,6,4,5,1,1,2,0.4,22.5,0.0,0.0,0.0,0.0,11.0,0.0,5,0.0,0.0,0.0
hembrhe01,2018,ALDS1,BOS,AL,0,0,2,0,0,0,0,9,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0,0.0,0.0,2.0
holdejo02,2018,ALDS1,NYA,AL,0,0,1,0,0,0,0,6,2,1,0,1,1,0.25,4.5,0.0,0.0,0.0,0.0,9.0,0.0,1,0.0,0.0,0.0
kellyjo05,2018,ALDS1,BOS,AL,0,0,1,0,0,0,0,7,1,0,0,0,1,0.125,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0
kimbrcr01,2018,ALDS1,BOS,AL,0,0,2,0,0,0,2,7,2,3,1,2,4,0.25,11.57,0.0,0.0,1.0,0.0,12.0,2.0,3,0.0,1.0,0.0
lynnla01,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,7,3,3,0,2,2,0.3,11.57,0.0,0.0,0.0,0.0,12.0,0.0,3,0.0,0.0,0.0
porceri01,2018,ALDS1,BOS,AL,1,0,2,1,0,0,0,17,5,1,0,0,1,0.238,1.59,0.0,0.0,0.0,0.0,22.0,0.0,1,0.0,1.0,0.0
priceda01,2018,ALDS1,BOS,AL,0,1,1,1,0,0,0,5,3,3,2,2,0,0.375,16.2,0.0,0.0,0.0,0.0,10.0,0.0,3,0.0,0.0,0.0
roberda08,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,8,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0,0.0,0.0,0.0
rodried05,2018,ALDS1,BOS,AL,0,0,2,0,0,0,0,8,2,3,1,2,2,0.2,10.12,0.0,0.0,0.0,0.0,12.0,1.0,3,0.0,0.0,0.0
rominau01,2018,ALDS1,NYA,AL,0,0,1,0,0,0,0,3,1,2,1,1,0,0.25,18.0,0.0,0.0,0.0,0.0,5.0,1.0,2,0.0,0.0,0.0
sabatcc01,2018,ALDS1,NYA,AL,0,1,1,1,0,0,0,9,5,3,0,2,1,0.385,9.0,0.0,1.0,1.0,0.0,17.0,0.0,3,0.0,1.0,0.0
salech01,2018,ALDS1,BOS,AL,1,0,2,1,0,0,0,19,5,2,0,2,9,0.217,2.84,0.0,0.0,0.0,0.0,25.0,0.0,2,0.0,0.0,1.0
severlu01,2018,ALDS1,NYA,AL,0,1,1,1,0,0,0,9,7,6,0,2,2,0.467,18.0,0.0,0.0,0.0,0.0,18.0,0.0,6,0.0,1.0,0.0
tanakma01,2018,ALDS1,NYA,AL,1,0,1,1,0,0,0,15,3,1,1,1,4,0.167,1.8,0.0,0.0,0.0,0.0,19.0,0.0,1,0.0,0.0,0.0
tarplst01,2018,ALDS1,NYA,AL,0,0,1,0,0,0,0,3,4,3,0,1,1,0.571,27.0,0.0,1.0,0.0,0.0,8.0,0.0,3,0.0,0.0,0.0
workmbr01,2018,ALDS1,BOS,AL,0,0,2,0,0,0,0,2,4,1,0,1,2,0.667,13.5,0.0,0.0,0.0,0.0,7.0,0.0,1,0.0,0.0,0.0
allenco01,2018,ALDS2,CLE,AL,0,0,2,0,0,0,0,3,4,6,2,2,2,0.571,54.0,2.0,1.0,0.0,0.0,9.0,0.0,6,0.0,0.0,0.0
bauertr01,2018,ALDS2,CLE,AL,0,1,3,0,0,0,0,12,7,3,1,1,4,0.368,6.75,0.0,0.0,0.0,0.0,20.0,0.0,4,0.0,0.0,0.0
carraca01,2018,ALDS2,CLE,AL,0,1,1,1,0,0,0,16,6,2,0,1,3,0.3,3.38,0.0,0.0,0.0,0.0,22.0,0.0,2,1.0,0.0,1.0
cimbead01,2018,ALDS2,CLE,AL,0,0,2,0,0,0,0,6,2,1,0,1,0,0.286,4.5,0.0,0.0,0.0,1.0,8.0,1.0,1,0.0,0.0,0.0
clevimi01,2018,ALDS2,CLE,AL,0,0,1,1,0,0,0,15,3,1,1,3,9,0.167,1.8,0.0,0.0,1.0,0.0,22.0,0.0,1,0.0,0.0,0.0
colege01,2018,ALDS2,HOU,AL,1,0,1,1,0,0,0,21,3,1,1,0,12,0.125,1.29,0.0,0.0,0.0,0.0,24.0,0.0,1,0.0,0.0,0.0
handbr01,2018,ALDS2,CLE,AL,0,0,2,0,0,0,0,5,3,2,1,1,4,0.375,10.8,1.0,1.0,0.0,0.0,9.0,1.0,2,0.0,0.0,0.0
harriwi02,2018,ALDS2,HOU,AL,0,0,1,0,0,0,0,3,1,1,0,1,0,0.333,9.0,0.0,1.0,0.0,0.0,4.0,1.0,1,0.0,0.0,1.0
keuchda01,2018,ALDS2,HOU,AL,0,0,1,1,0,0,0,15,4,2,1,1,2,0.235,3.6,0.0,0.0,0.0,0.0,20.0,0.0,2,1.0,1.0,0.0
klubeco01,2018,ALDS2,CLE,AL,0,1,1,1,0,0,0,14,6,4,3,2,2,0.316,7.71,0.0,0.0,2.0,0.0,23.0,0.0,4,0.0,0.0,1.0
mcculla02,2018,ALDS2,HOU,AL,0,0,2,0,0,0,0,6,2,0,0,0,0,0.286,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,0.0,0.0,1.0
mchugco01,2018,ALDS2,HOU,AL,1,0,1,0,0,0,0,6,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0
millean01,2018,ALDS2,CLE,AL,0,0,2,0,0,0,0,1,1,0,0,3,0,0.5,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0
osunaro01,2018,ALDS2,HOU,AL,0,0,2,0,0,0,1,7,1,0,0,1,2,0.125,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0,0.0,0.0,0.0
oteroda01,2018,ALDS2,CLE,AL,0,0,1,0,0,0,0,3,2,1,0,0,0,0.5,9.0,0.0,0.0,0.0,0.0,4.0,1.0,1,0.0,0.0,1.0
pressry01,2018,ALDS2,HOU,AL,0,0,2,0,0,0,0,7,0,0,0,1,3,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0,0.0,0.0,0.0
verlaju01,2018,ALDS2,HOU,AL,1,0,1,1,0,0,0,16,2,2,0,2,7,0.111,3.38,0.0,0.0,0.0,0.0,20.0,0.0,2,0.0,0.0,0.0
betande01,2018,ALWC,NYA,AL,1,0,1,0,0,0,0,6,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0
brittza01,2018,ALWC,NYA,AL,0,0,1,0,0,0,0,3,2,2,1,1,0,0.4,18.0,0.0,0.0,0.0,0.0,6.0,0.0,2,0.0,0.0,0.0
chapmar01,2018,ALWC,NYA,AL,0,0,1,0,0,0,0,3,1,0,0,0,2,0.25,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0
familje01,2018,ALWC,OAK,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0.0,0.0,0.0
hendrli01,2018,ALWC,OAK,AL,0,1,1,1,0,0,0,3,1,2,1,1,1,0.25,18.0,0.0,0.0,0.0,0.0,5.0,0.0,2,0.0,0.0,0.0
kellesh01,2018,ALWC,OAK,AL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0
roberda08,2018,ALWC,NYA,AL,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0
rodnefe01,2018,ALWC,OAK,AL,0,0,1,0,0,0,0,0,2,2,0,0,0,1.0,,0.0,1.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0
severlu01,2018,ALWC,NYA,AL,0,0,1,1,0,0,0,12,2,0,0,4,7,0.133,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0,0.0,0.0,0.0
treinbl01,2018,ALWC,OAK,AL,0,0,1,0,0,0,0,6,2,3,1,2,0,0.286,13.5,0.0,0.0,0.0,0.0,10.0,0.0,3,0.0,1.0,0.0
trivilo01,2018,ALWC,OAK,AL,0,0,1,0,0,0,0,9,1,0,0,1,4,0.111,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0.0,0.0,1.0
baezpe01,2018,NLCS,LAN,NL,1,0,4,0,0,0,0,13,2,0,0,1,7,0.133,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,0.0,0.0,0.0
buehlwa01,2018,NLCS,LAN,NL,0,1,2,2,0,0,0,35,12,5,2,1,15,0.261,3.86,0.0,1.0,0.0,0.0,47.0,0.0,5,0.0,0.0,1.0
burneco01,2018,NLCS,MIL,NL,0,0,4,0,0,0,0,15,3,2,0,1,6,0.188,3.6,0.0,0.0,1.0,0.0,18.0,1.0,2,0.0,0.0,0.0
cedenxa01,2018,NLCS,MIL,NL,0,0,4,0,0,0,0,3,3,2,0,1,1,0.5,18.0,1.0,0.0,0.0,0.0,7.0,0.0,2,0.0,0.0,0.0
chacijh01,2018,NLCS,MIL,NL,1,1,2,2,0,0,0,22,6,2,1,3,6,0.222,2.45,1.0,0.0,0.0,0.0,30.0,0.0,2,0.0,0.0,1.0
davieza01,2018,NLCS,MIL,NL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.25,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0
ferguca01,2018,NLCS,LAN,NL,0,0,4,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0
florody01,2018,NLCS,LAN,NL,0,0,5,0,0,0,0,13,3,0,0,2,5,0.214,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0,0.0,0.0,1.0
gonzagi01,2018,NLCS,MIL,NL,0,0,2,2,0,0,0,9,3,2,1,2,1,0.25,6.0,0.0,0.0,1.0,0.0,15.0,0.0,2,0.0,0.0,0.0
guerrju02,2018,NLCS,MIL,NL,0,1,2,0,0,0,0,14,2,1,0,0,5,0.133,1.93,0.0,1.0,0.0,0.0,15.0,2.0,1,0.0,0.0,1.0
haderjo01,2018,NLCS,MIL,NL,0,0,4,0,0,0,0,23,5,0,0,1,12,0.192,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0,1.0,0.0,1.0
hillri01,2018,NLCS,LAN,NL,0,0,2,1,0,0,0,18,4,1,0,4,7,0.19,1.5,0.0,0.0,0.0,0.0,25.0,1.0,1,0.0,0.0,1.0
janseke01,2018,NLCS,LAN,NL,0,0,4,0,0,0,2,14,1,0,0,2,7,0.067,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0,0.0,0.0,0.0
jeffrje01,2018,NLCS,MIL,NL,0,1,5,0,0,0,0,14,10,4,2,3,7,0.435,7.71,0.0,0.0,0.0,0.0,26.0,1.0,4,0.0,0.0,1.0
kershcl01,2018,NLCS,LAN,NL,1,1,3,2,0,0,0,33,9,5,1,4,13,0.225,4.09,0.0,0.0,0.0,0.0,46.0,1.0,6,0.0,1.0,0.0
knebeco01,2018,NLCS,MIL,NL,1,0,6,0,0,0,1,21,2,1,0,2,10,0.095,1.29,0.0,0.0,1.0,0.0,24.0,1.0,1,0.0,0.0,1.0
madsory01,2018,NLCS,LAN,NL,1,0,5,0,0,0,0,15,5,1,0,1,5,0.25,1.8,1.0,0.0,0.0,0.0,21.0,0.0,1,0.0,0.0,0.0
maedake01,2018,NLCS,LAN,NL,0,0,4,0,0,0,0,8,3,2,0,1,3,0.273,6.75,1.0,1.0,0.0,0.0,12.0,1.0,2,0.0,0.0,1.0
mileywa01,2018,NLCS,MIL,NL,0,0,3,3,0,0,0,30,7,2,1,3,7,0.189,1.8,0.0,0.0,0.0,0.0,40.0,0.0,2,0.0,0.0,0.0
peralfr01,2018,NLCS,MIL,NL,0,0,1,0,0,0,0,9,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0,0.0,0.0,0.0
ryuhy01,2018,NLCS,LAN,NL,0,1,2,2,0,0,0,22,13,7,1,2,7,0.371,8.59,1.0,0.0,0.0,0.0,37.0,0.0,7,0.0,0.0,0.0
soriajo01,2018,NLCS,MIL,NL,0,0,4,0,0,0,0,6,4,4,0,2,3,0.4,18.0,0.0,0.0,0.0,0.0,12.0,0.0,4,0.0,0.0,0.0
uriasju01,2018,NLCS,LAN,NL,1,0,4,0,0,0,0,10,3,1,1,0,3,0.231,2.7,0.0,0.0,0.0,0.0,13.0,1.0,1,0.0,0.0,0.0
