playerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
gibsoki01,2013,ARI,NL,1,161,81,80,2,N
trammal01,2013,ARI,NL,2,1,0,1,2,N
gonzafr99,2013,ATL,NL,1,162,96,66,1,N
showabu99,2013,BAL,AL,1,162,85,77,4,N
farrejo03,2013,BOS,AL,1,162,97,65,1,N
venturo01,2013,CHA,AL,1,160,63,97,5,N
parenma01,2013,CHA,AL,2,1,0,1,5,N
coopedo01,2013,CHA,AL,3,1,0,1,5,N
sveumda01,2013,CHN,NL,1,162,66,96,5,N
bakerdu01,2013,CIN,NL,1,162,90,72,3,N
francte01,2013,CLE,AL,1,162,92,70,2,N
weisswa01,2013,COL,NL,1,162,74,88,5,N
leylaji99,2013,DET,AL,1,162,93,69,1,N
portebo03,2013,HOU,AL,1,162,51,111,5,N
yostne01,2013,KCA,AL,1,162,86,76,3,N
sciosmi01,2013,LAA,AL,1,162,78,84,3,N
mattido01,2013,LAN,NL,1,161,92,69,1,N
hillmtr99,2013,LAN,NL,2,1,0,1,1,N
redmomi01,2013,MIA,NL,1,162,62,100,5,N
roeniro01,2013,MIL,NL,1,162,74,88,4,N
gardero01,2013,MIN,AL,1,162,66,96,4,N
girarjo01,2013,NYA,AL,1,162,85,77,3,N
collite99,2013,NYN,NL,1,162,74,88,3,N
melvibo01,2013,OAK,AL,1,162,96,66,1,N
manuech01,2013,PHI,NL,1,120,53,67,4,N
sandbry01,2013,PHI,NL,2,42,20,22,4,N
hurdlcl01,2013,PIT,NL,1,162,94,68,2,N
blackbu02,2013,SDN,NL,1,162,76,86,4,N
wedgeer01,2013,SEA,AL,1,134,58,76,4,N
thompro01,2013,SEA,AL,2,28,13,15,4,N
bochybr01,2013,SFN,NL,1,162,76,86,3,N
mathemi01,2013,SLN,NL,1,162,97,65,1,N
maddojo99,2013,TBA,AL,1,163,92,71,2,N
washiro01,2013,TEX,AL,1,163,91,72,2,N
gibbojo02,2013,TOR,AL,1,162,74,88,5,N
johnsda02,2013,WAS,NL,1,162,86,76,2,N
gibsoki01,2014,ARI,NL,1,159,63,96,5,N
trammal01,2014,ARI,NL,2,3,1,2,5,N
gonzafr99,2014,ATL,NL,1,162,79,83,3,N
showabu99,2014,BAL,AL,1,162,96,66,1,N
farrejo03,2014,BOS,AL,1,162,71,91,5,N
venturo01,2014,CHA,AL,1,162,73,89,4,N
renteri01,2014,CHN,NL,1,162,73,89,5,N
pricebr99,2014,CIN,NL,1,162,76,86,4,N
francte01,2014,CLE,AL,1,162,85,77,3,N
weisswa01,2014,COL,NL,1,162,66,96,4,N
ausmubr01,2014,DET,AL,1,162,90,72,1,N
portebo03,2014,HOU,AL,1,138,59,79,4,N
lawleto01,2014,HOU,AL,2,24,11,13,4,N
yostne01,2014,KCA,AL,1,162,89,73,2,N
sciosmi01,2014,LAA,AL,1,159,95,64,1,N
ebeldi99,2014,LAA,AL,2,3,3,0,1,N
mattido01,2014,LAN,NL,1,162,94,68,1,N
redmomi01,2014,MIA,NL,1,162,77,85,4,N
roeniro01,2014,MIL,NL,1,162,82,80,3,N
gardero01,2014,MIN,AL,1,160,68,92,5,N
steinte01,2014,MIN,AL,2,2,2,0,5,N
girarjo01,2014,NYA,AL,1,162,84,78,2,N
collite99,2014,NYN,NL,1,162,79,83,2,N
melvibo01,2014,OAK,AL,1,162,88,74,2,N
sandbry01,2014,PHI,NL,1,162,73,89,5,N
hurdlcl01,2014,PIT,NL,1,162,88,74,2,N
blackbu02,2014,SDN,NL,1,162,77,85,3,N
mcclell01,2014,SEA,AL,1,162,87,75,3,N
bochybr01,2014,SFN,NL,1,162,88,74,2,N
mathemi01,2014,SLN,NL,1,162,90,72,1,N
maddojo99,2014,TBA,AL,1,162,77,85,4,N
washiro01,2014,TEX,AL,1,140,53,87,5,N
bogarti01,2014,TEX,AL,2,22,14,8,5,N
gibbojo02,2014,TOR,AL,1,162,83,79,3,N
willima04,2014,WAS,NL,1,162,96,66,1,N
halech01,2015,ARI,NL,1,162,79,83,3,N
gonzafr99,2015,ATL,NL,1,162,67,95,4,N
showabu99,2015,BAL,AL,1,162,81,81,3,N
farrejo03,2015,BOS,AL,1,113,50,63,5,N
lovulto01,2015,BOS,AL,2,49,28,21,5,N
venturo01,2015,CHA,AL,1,162,76,86,4,N
maddojo99,2015,CHN,NL,1,162,97,65,3,N
pricebr99,2015,CIN,NL,1,162,64,98,5,N
francte01,2015,CLE,AL,1,161,81,80,3,N
weisswa01,2015,COL,NL,1,158,66,92,5,N
runneto01,2015,COL,NL,2,4,2,2,5,N
ausmubr01,2015,DET,AL,1,161,74,87,5,N
hinchaj01,2015,HOU,AL,1,162,86,76,2,N
yostne01,2015,KCA,AL,1,162,95,67,1,N
sciosmi01,2015,LAA,AL,1,162,85,77,3,N
mattido01,2015,LAN,NL,1,162,92,70,1,N
redmomi01,2015,MIA,NL,1,38,16,22,3,N
jennida99,2015,MIA,NL,2,124,55,69,3,N
roeniro01,2015,MIL,NL,1,25,7,18,4,N
counscr01,2015,MIL,NL,2,137,61,76,4,N
molitpa01,2015,MIN,AL,1,162,83,79,2,N
girarjo01,2015,NYA,AL,1,162,87,75,2,N
collite99,2015,NYN,NL,1,162,90,72,1,N
melvibo01,2015,OAK,AL,1,162,68,94,5,N
sandbry01,2015,PHI,NL,1,74,26,48,5,N
mackape01,2015,PHI,NL,2,88,37,51,5,N
hurdlcl01,2015,PIT,NL,1,162,98,64,2,N
blackbu02,2015,SDN,NL,1,65,32,33,4,N
roberda07,2015,SDN,NL,2,1,0,1,4,N
murphpa99,2015,SDN,NL,3,96,42,54,4,N
mcclell01,2015,SEA,AL,1,159,75,84,4,N
jewettr99,2015,SEA,AL,2,3,1,2,4,N
bochybr01,2015,SFN,NL,1,162,84,78,2,N
mathemi01,2015,SLN,NL,1,162,100,62,1,N
cashke01,2015,TBA,AL,1,162,80,82,4,N
banisje01,2015,TEX,AL,1,162,88,74,1,N
gibbojo02,2015,TOR,AL,1,161,92,69,1,N
halede99,2015,TOR,AL,2,1,1,0,1,N
willima04,2015,WAS,NL,1,162,83,79,2,N
halech01,2016,ARI,NL,1,162,69,93,4,N
gonzafr99,2016,ATL,NL,1,37,9,28,5,N
snitkbr99,2016,ATL,NL,2,124,59,65,5,N
showabu99,2016,BAL,AL,1,162,89,73,2,N
farrejo03,2016,BOS,AL,1,162,93,69,1,N
venturo01,2016,CHA,AL,1,162,78,84,4,N
maddojo99,2016,CHN,NL,1,162,103,58,1,N
pricebr99,2016,CIN,NL,1,162,68,94,5,N
francte01,2016,CLE,AL,1,161,94,67,1,N
weisswa01,2016,COL,NL,1,162,75,87,3,N
ausmubr01,2016,DET,AL,1,160,85,75,2,N
lamonge01,2016,DET,AL,2,1,1,0,2,N
hinchaj01,2016,HOU,AL,1,162,84,78,3,N
yostne01,2016,KCA,AL,1,162,81,81,3,N
sciosmi01,2016,LAA,AL,1,162,74,88,4,N
roberda07,2016,LAN,NL,1,162,91,71,1,N
mattido01,2016,MIA,NL,1,161,79,82,3,N
counscr01,2016,MIL,NL,1,162,73,89,4,N
molitpa01,2016,MIN,AL,1,162,59,103,5,N
girarjo01,2016,NYA,AL,1,162,84,78,4,N
collite99,2016,NYN,NL,1,161,87,74,2,N
scottdi03,2016,NYN,NL,2,1,0,1,2,N
melvibo01,2016,OAK,AL,1,162,69,93,5,N
mackape01,2016,PHI,NL,1,162,71,91,4,N
hurdlcl01,2016,PIT,NL,1,162,78,83,3,N
greenan01,2016,SDN,NL,1,162,68,94,5,N
servasc01,2016,SEA,AL,1,162,86,76,2,N
bochybr01,2016,SFN,NL,1,161,86,75,2,N
wotusro01,2016,SFN,NL,2,1,1,0,2,N
mathemi01,2016,SLN,NL,1,162,86,76,2,N
cashke01,2016,TBA,AL,1,162,68,94,5,N
banisje01,2016,TEX,AL,1,162,95,67,1,N
gibbojo02,2016,TOR,AL,1,159,87,72,3,N
halede99,2016,TOR,AL,2,3,2,1,3,N
bakerdu01,2016,WAS,NL,1,161,94,67,1,N
speiech01,2016,WAS,NL,2,1,1,0,1,N
lovulto01,2017,ARI,NL,1,162,93,69,2,N
snitkbr99,2017,ATL,NL,1,162,72,90,3,N
showabu99,2017,BAL,AL,1,162,75,87,5,N
farrejo03,2017,BOS,AL,1,162,93,69,1,N
renteri01,2017,CHA,AL,1,162,67,95,4,N
maddojo99,2017,CHN,NL,1,162,92,70,1,N
pricebr99,2017,CIN,NL,1,162,68,94,5,N
francte01,2017,CLE,AL,1,154,98,56,1,N
millsbr01,2017,CLE,AL,2,8,4,4,1,N
blackbu02,2017,COL,NL,1,161,87,74,3,N
redmomi01,2017,COL,NL,2,1,0,1,3,N
ausmubr01,2017,DET,AL,1,162,64,98,5,N
hinchaj01,2017,HOU,AL,1,162,101,61,1,N
yostne01,2017,KCA,AL,1,162,80,82,3,N
sciosmi01,2017,LAA,AL,1,162,80,82,2,N
roberda07,2017,LAN,NL,1,162,104,58,1,N
mattido01,2017,MIA,NL,1,162,77,85,2,N
counscr01,2017,MIL,NL,1,162,86,76,2,N
molitpa01,2017,MIN,AL,1,162,85,77,2,N
girarjo01,2017,NYA,AL,1,162,91,71,2,N
collite99,2017,NYN,NL,1,162,70,92,4,N
melvibo01,2017,OAK,AL,1,162,75,87,5,N
mackape01,2017,PHI,NL,1,162,66,96,5,N
hurdlcl01,2017,PIT,NL,1,162,75,87,4,N
greenan01,2017,SDN,NL,1,162,71,91,4,N
servasc01,2017,SEA,AL,1,162,78,84,4,N
bochybr01,2017,SFN,NL,1,160,63,97,5,N
wotusro01,2017,SFN,NL,2,2,1,1,5,N
mathemi01,2017,SLN,NL,1,162,83,79,3,N
cashke01,2017,TBA,AL,1,162,80,82,3,N
banisje01,2017,TEX,AL,1,162,78,84,3,N
gibbojo02,2017,TOR,AL,1,162,76,86,4,N
bakerdu01,2017,WAS,NL,1,160,95,65,1,N
speiech01,2017,WAS,NL,2,2,2,0,1,N
lovulto01,2018,ARI,NL,1,161,82,79,3,N
narroje01,2018,ARI,NL,2,1,0,1,3,N
snitkbr99,2018,ATL,NL,1,162,90,72,1,N
showabu99,2018,BAL,AL,1,162,47,115,5,N
coraal01,2018,BOS,AL,1,162,108,54,1,N
renteri01,2018,CHA,AL,1,158,60,98,4,N
mcewijo01,2018,CHA,AL,2,4,2,2,4,N
maddojo99,2018,CHN,NL,1,163,95,68,2,N
pricebr99,2018,CIN,NL,1,18,3,15,5,N
rigglji99,2018,CIN,NL,2,144,64,80,5,N
francte01,2018,CLE,AL,1,162,91,71,1,N
blackbu02,2018,COL,NL,1,163,91,72,2,N
gardero01,2018,DET,AL,1,162,64,98,3,N
hinchaj01,2018,HOU,AL,1,162,103,59,1,N
yostne01,2018,KCA,AL,1,162,58,104,5,N
sciosmi01,2018,LAA,AL,1,162,80,82,4,N
roberda07,2018,LAN,NL,1,163,92,71,1,N
mattido01,2018,MIA,NL,1,161,63,98,5,N
counscr01,2018,MIL,NL,1,163,96,67,1,N
molitpa01,2018,MIN,AL,1,162,78,84,2,N
booneaa01,2018,NYA,AL,1,161,100,61,2,N
bardjo01,2018,NYA,AL,2,1,0,1,2,N
callami01,2018,NYN,NL,1,162,77,85,4,N
melvibo01,2018,OAK,AL,1,162,97,65,2,N
kaplega01,2018,PHI,NL,1,162,80,82,3,N
hurdlcl01,2018,PIT,NL,1,161,82,79,4,N
greenan01,2018,SDN,NL,1,162,66,96,5,N
servasc01,2018,SEA,AL,1,162,89,73,3,N
bochybr01,2018,SFN,NL,1,162,73,89,4,N
mathemi01,2018,SLN,NL,1,93,47,46,3,N
shildmi99,2018,SLN,NL,2,69,41,28,3,N
cashke01,2018,TBA,AL,1,162,90,72,3,N
banisje01,2018,TEX,AL,1,152,64,88,5,N
wakamdo01,2018,TEX,AL,2,10,3,7,5,N
gibbojo02,2018,TOR,AL,1,162,73,89,4,N
martida01,2018,WAS,NL,1,162,82,80,2,N
lovulto01,2019,ARI,NL,1,162,85,77,2,N
snitkbr99,2019,ATL,NL,1,162,97,65,1,N
hydebr99,2019,BAL,AL,1,162,54,108,5,N
coraal01,2019,BOS,AL,1,162,84,78,3,N
renteri01,2019,CHA,AL,1,161,72,89,3,N
maddojo99,2019,CHN,NL,1,162,84,78,3,N
bellda01,2019,CIN,NL,1,155,70,85,4,N
benavfr01,2019,CIN,NL,2,7,5,2,4,N
francte01,2019,CLE,AL,1,162,93,69,2,N
blackbu02,2019,COL,NL,1,162,71,91,4,N
gardero01,2019,DET,AL,1,161,47,114,5,N
hinchaj01,2019,HOU,AL,1,162,107,55,1,N
yostne01,2019,KCA,AL,1,162,59,103,4,N
ausmubr01,2019,LAA,AL,1,162,72,90,4,N
roberda07,2019,LAN,NL,1,162,106,56,1,N
mattido01,2019,MIA,NL,1,162,57,105,5,N
counscr01,2019,MIL,NL,1,162,89,73,2,N
baldero01,2019,MIN,AL,1,162,101,61,1,N
booneaa01,2019,NYA,AL,1,162,103,59,1,N
callami01,2019,NYN,NL,1,162,86,76,3,N
melvibo01,2019,OAK,AL,1,162,97,65,2,N
kaplega01,2019,PHI,NL,1,162,81,81,4,N
hurdlcl01,2019,PIT,NL,1,159,68,91,5,N
princto01,2019,PIT,NL,2,3,1,2,5,N
greenan01,2019,SDN,NL,1,154,69,85,5,N
barajro01,2019,SDN,NL,2,8,1,7,5,N
servasc01,2019,SEA,AL,1,162,68,94,5,N
bochybr01,2019,SFN,NL,1,162,77,85,3,N
shildmi99,2019,SLN,NL,1,162,91,71,1,N
cashke01,2019,TBA,AL,1,162,96,66,2,N
woodwch01,2019,TEX,AL,1,162,78,84,3,N
montoch01,2019,TOR,AL,1,162,67,95,4,N
martida01,2019,WAS,NL,1,162,93,69,2,N
lovulto01,2020,ARI,NL,1,60,25,35,5,N
snitkbr99,2020,ATL,NL,1,60,35,25,1,N
hydebr99,2020,BAL,AL,1,60,25,35,4,N
roeniro01,2020,BOS,AL,1,60,24,36,5,N
renteri01,2020,CHA,AL,1,60,35,25,3,N
rossda01,2020,CHN,NL,1,60,34,26,1,N
bellda01,2020,CIN,NL,1,59,31,28,3,N
benavfr01,2020,CIN,NL,2,1,0,1,3,N
francte01,2020,CLE,AL,1,53,30,23,2,N
alomasa02,2020,CLE,AL,2,7,5,2,2,N
blackbu02,2020,COL,NL,1,60,26,34,4,N
gardero01,2020,DET,AL,1,48,20,28,5,N
mcclell01,2020,DET,AL,2,10,3,7,5,N
bakerdu01,2020,HOU,AL,1,60,29,31,2,N
mathemi01,2020,KCA,AL,1,60,26,34,4,N
maddojo99,2020,LAA,AL,1,60,26,34,4,N
roberda07,2020,LAN,NL,1,60,43,17,1,N
mattido01,2020,MIA,NL,1,60,31,29,2,N
counscr01,2020,MIL,NL,1,60,29,31,4,N
baldero01,2020,MIN,AL,1,60,36,24,1,N
booneaa01,2020,NYA,AL,1,60,33,27,2,N
rojaslu99,2020,NYN,NL,1,60,26,34,4,N
melvibo01,2020,OAK,AL,1,60,36,24,1,N
girarjo01,2020,PHI,NL,1,60,28,32,3,N
sheltde99,2020,PIT,NL,1,60,19,41,5,N
tinglja99,2020,SDN,NL,1,60,37,23,2,N
servasc01,2020,SEA,AL,1,60,27,33,3,N
kaplega01,2020,SFN,NL,1,60,29,31,3,N
shildmi99,2020,SLN,NL,1,58,30,28,2,N
cashke01,2020,TBA,AL,1,60,40,20,1,N
woodwch01,2020,TEX,AL,1,60,22,38,5,N
montoch01,2020,TOR,AL,1,60,32,28,3,N
martida01,2020,WAS,NL,1,60,26,34,5,N
lovulto01,2021,ARI,NL,1,162,52,110,5,N
snitkbr99,2021,ATL,NL,1,161,88,73,1,N
hydebr99,2021,BAL,AL,1,162,52,110,5,N
coraal01,2021,BOS,AL,1,162,92,70,2,N
larusto01,2021,CHA,AL,1,160,92,68,1,N
cairomi01,2021,CHA,AL,2,2,1,1,1,N
rossda01,2021,CHN,NL,1,154,66,88,4,N
greenan01,2021,CHN,NL,2,8,5,3,4,N
bellda01,2021,CIN,NL,1,162,83,79,3,N
francte01,2021,CLE,AL,1,97,49,48,2,N
halede99,2021,CLE,AL,2,65,31,34,2,N
blackbu02,2021,COL,NL,1,161,74,87,4,N
hinchaj01,2021,DET,AL,1,162,77,85,3,N
bakerdu01,2021,HOU,AL,1,162,95,67,1,N
mathemi01,2021,KCA,AL,1,162,74,88,4,N
maddojo99,2021,LAA,AL,1,162,77,85,4,N
roberda07,2021,LAN,NL,1,162,106,56,2,N
mattido01,2021,MIA,NL,1,150,63,87,4,N
rowsoja99,2021,MIA,NL,2,12,4,8,4,N
counscr01,2021,MIL,NL,1,162,95,67,1,N
baldero01,2021,MIN,AL,1,157,69,88,5,N
eversbi99,2021,MIN,AL,2,5,4,1,5,N
booneaa01,2021,NYA,AL,1,162,92,70,3,N
rojaslu99,2021,NYN,NL,1,160,76,84,3,N
jaussda99,2021,NYN,NL,2,2,1,1,3,N
melvibo01,2021,OAK,AL,1,162,86,76,3,N
girarjo01,2021,PHI,NL,1,162,82,80,2,N
sheltde99,2021,PIT,NL,1,162,61,101,5,N
tinglja99,2021,SDN,NL,1,162,79,83,3,N
servasc01,2021,SEA,AL,1,162,90,72,2,N
kaplega01,2021,SFN,NL,1,162,107,55,1,N
shildmi99,2021,SLN,NL,1,162,90,72,2,N
cashke01,2021,TBA,AL,1,162,100,62,1,N
woodwch01,2021,TEX,AL,1,162,60,102,5,N
montoch01,2021,TOR,AL,1,160,90,70,4,N
schnejo99,2021,TOR,AL,2,2,1,1,4,N
martida01,2021,WAS,NL,1,162,65,97,5,N
lovulto01,2022,ARI,NL,1,162,74,88,4,N
snitkbr99,2022,ATL,NL,1,162,101,61,2,N
hydebr99,2022,BAL,AL,1,162,83,79,4,N
coraal01,2022,BOS,AL,1,162,78,84,5,N
larusto01,2022,CHA,AL,1,162,81,81,2,N
rossda01,2022,CHN,NL,1,162,74,88,3,N
bellda01,2022,CIN,NL,1,162,62,100,5,N
francte01,2022,CLE,AL,1,162,92,70,1,N
blackbu02,2022,COL,NL,1,162,68,94,5,N
hinchaj01,2022,DET,AL,1,162,66,96,4,N
bakerdu01,2022,HOU,AL,1,162,106,56,1,N
mathemi01,2022,KCA,AL,1,162,65,97,5,N
maddojo99,2022,LAA,AL,1,56,27,29,3,N
nevinph01,2022,LAA,AL,2,106,46,60,3,N
roberda07,2022,LAN,NL,1,162,111,51,1,N
mattido01,2022,MIA,NL,1,162,69,93,4,N
counscr01,2022,MIL,NL,1,162,86,76,2,N
baldero01,2022,MIN,AL,1,162,78,84,3,N
booneaa01,2022,NYA,AL,1,162,99,63,1,N
showabu99,2022,NYN,NL,1,162,101,61,1,N
kotsama01,2022,OAK,AL,1,162,60,102,5,N
girarjo01,2022,PHI,NL,1,51,22,29,3,N
thomsro99,2022,PHI,NL,2,111,65,46,3,N
sheltde99,2022,PIT,NL,1,162,62,100,4,N
melvibo01,2022,SDN,NL,1,162,89,73,2,N
servasc01,2022,SEA,AL,1,162,90,72,2,N
kaplega01,2022,SFN,NL,1,162,81,81,3,N
marmool99,2022,SLN,NL,1,162,93,69,1,N
cashke01,2022,TBA,AL,1,162,86,76,3,N
woodwch01,2022,TEX,AL,1,114,51,63,4,N
beaslto99,2022,TEX,AL,2,48,17,31,4,N
montoch01,2022,TOR,AL,1,88,46,42,2,N
schnejo99,2022,TOR,AL,2,74,46,28,2,N
martida01,2022,WAS,NL,1,162,55,107,5,N
lovulto01,2023,ARI,NL,1,162,84,78,2,N
snitkbr99,2023,ATL,NL,1,162,104,58,1,N
hydebr99,2023,BAL,AL,1,162,101,61,1,N
coraal01,2023,BOS,AL,1,162,78,84,5,N
grifope99,2023,CHA,AL,1,162,61,101,4,N
rossda01,2023,CHN,NL,1,162,83,79,2,N
bellda01,2023,CIN,NL,1,162,82,80,3,N
francte01,2023,CLE,AL,1,162,76,86,3,N
blackbu02,2023,COL,NL,1,162,59,103,5,N
hinchaj01,2023,DET,AL,1,162,78,84,2,N
bakerdu01,2023,HOU,AL,1,162,90,72,1,N
quatrma99,2023,KCA,AL,1,162,56,106,5,N
nevinph01,2023,LAA,AL,1,162,73,89,4,N
roberda07,2023,LAN,NL,1,162,100,62,1,N
schumsk01,2023,MIA,NL,1,162,84,78,3,N
counscr01,2023,MIL,NL,1,162,92,70,1,N
baldero01,2023,MIN,AL,1,162,87,75,1,N
booneaa01,2023,NYA,AL,1,162,82,80,4,N
showabu99,2023,NYN,NL,1,162,75,87,4,N
kotsama01,2023,OAK,AL,1,162,50,112,5,N
thomsro99,2023,PHI,NL,1,162,90,72,2,N
sheltde99,2023,PIT,NL,1,162,76,86,4,N
melvibo01,2023,SDN,NL,1,162,82,80,3,N
servasc01,2023,SEA,AL,1,162,88,74,3,N
kaplega01,2023,SFN,NL,1,159,78,81,4,N
correka99,2023,SFN,NL,2,3,1,2,4,N
marmool99,2023,SLN,NL,1,162,71,91,5,N
cashke01,2023,TBA,AL,1,162,99,63,2,N
bochybr01,2023,TEX,AL,1,162,90,72,2,N
schnejo99,2023,TOR,AL,1,162,89,73,3,N
martida01,2023,WAS,NL,1,162,71,91,5,N
lovulto01,2024,ARI,NL,1,162,89,73,3,N
snitkbr99,2024,ATL,NL,1,162,89,73,2,N
hydebr99,2024,BAL,AL,1,162,91,71,2,N
coraal01,2024,BOS,AL,1,162,81,81,3,N
grifope99,2024,CHA,AL,1,117,28,89,5,N
sizemgr01,2024,CHA,AL,2,45,13,32,5,N
counscr01,2024,CHN,NL,1,162,83,79,3,N
bellda01,2024,CIN,NL,1,162,77,85,4,N
vogtst01,2024,CLE,AL,1,161,92,69,1,N
blackbu02,2024,COL,NL,1,162,61,101,5,N
hinchaj01,2024,DET,AL,1,162,86,76,3,N
espadjo99,2024,HOU,AL,1,161,88,73,1,N
quatrma99,2024,KCA,AL,1,160,86,74,2,N
hoovepa01,2024,KCA,AL,2,2,0,2,2,N
washiro01,2024,LAA,AL,1,162,63,99,5,N
roberda07,2024,LAN,NL,1,162,98,64,1,N
schumsk01,2024,MIA,NL,1,160,60,100,5,N
uruetlu99,2024,MIA,NL,2,2,2,0,5,N
murphpa99,2024,MIL,NL,1,160,92,68,1,N
weeksri01,2024,MIL,NL,2,2,1,1,1,N
baldero01,2024,MIN,AL,1,162,82,80,4,N
booneaa01,2024,NYA,AL,1,162,94,68,1,N
mendoca99,2024,NYN,NL,1,161,89,72,3,N
gibbojo02,2024,NYN,NL,2,1,0,1,3,N
kotsama01,2024,OAK,AL,1,162,69,93,4,N
thomsro99,2024,PHI,NL,1,162,95,67,1,N
sheltde99,2024,PIT,NL,1,162,76,86,5,N
shildmi99,2024,SDN,NL,1,162,93,69,2,N
servasc01,2024,SEA,AL,1,128,64,64,2,N
wilsoda01,2024,SEA,AL,2,34,21,13,2,N
melvibo01,2024,SFN,NL,1,162,80,82,4,N
marmool99,2024,SLN,NL,1,162,83,79,2,N
cashke01,2024,TBA,AL,1,161,80,81,4,N
linarro99,2024,TBA,AL,2,1,0,1,4,N
bochybr01,2024,TEX,AL,1,162,78,84,3,N
schnejo99,2024,TOR,AL,1,162,74,88,5,N
martida01,2024,WAS,NL,1,162,71,91,4,N
lovulto01,2025,ARI,NL,1,162,80,82,4,N
kotsama01,2025,ATH,AL,1,162,76,86,4,N
snitkbr99,2025,ATL,NL,1,162,76,86,4,N
hydebr99,2025,BAL,AL,1,43,15,28,5,N
mansoto99,2025,BAL,AL,2,119,60,59,5,N
coraal01,2025,BOS,AL,1,161,88,73,3,N
vazqura01,2025,BOS,AL,2,1,1,0,3,N
venabwi01,2025,CHA,AL,1,162,60,102,5,N
counscr01,2025,CHN,NL,1,162,92,70,2,N
francte01,2025,CIN,NL,1,161,83,78,3,N
benavfr01,2025,CIN,NL,2,1,0,1,3,N
vogtst01,2025,CLE,AL,1,162,88,74,1,N
blackbu02,2025,COL,NL,1,40,7,33,5,N
schaewa99,2025,COL,NL,2,122,36,86,5,N
hinchaj01,2025,DET,AL,1,162,87,75,2,N
espadjo99,2025,HOU,AL,1,161,86,75,2,N
lopezom99,2025,HOU,AL,2,1,1,0,2,N
quatrma99,2025,KCA,AL,1,162,82,80,3,N
washiro01,2025,LAA,AL,1,74,36,38,5,N
montgra01,2025,LAA,AL,2,88,36,52,5,N
goinsry01,2025,LAA,AL,3,2,0,2,5,N
roberda07,2025,LAN,NL,1,162,93,69,1,N
mcculcl99,2025,MIA,NL,1,162,79,83,3,N
murphpa99,2025,MIL,NL,1,162,97,65,1,N
baldero01,2025,MIN,AL,1,162,70,92,4,N
booneaa01,2025,NYA,AL,1,162,94,68,2,N
mendoca99,2025,NYN,NL,1,162,83,79,2,N
thomsro99,2025,PHI,NL,1,162,96,66,1,N
sheltde99,2025,PIT,NL,1,38,12,26,5,N
kellydo01,2025,PIT,NL,2,124,59,65,5,N
shildmi99,2025,SDN,NL,1,162,90,72,2,N
wilsoda01,2025,SEA,AL,1,162,90,72,1,N
melvibo01,2025,SFN,NL,1,162,81,81,3,N
marmool99,2025,SLN,NL,1,162,78,84,4,N
cashke01,2025,TBA,AL,1,162,77,85,4,N
bochybr01,2025,TEX,AL,1,162,81,81,3,N
schnejo99,2025,TOR,AL,1,162,94,68,1,N
martida01,2025,WAS,NL,1,90,37,53,5,N
cairomi01,2025,WAS,NL,2,72,29,43,5,N
